"Model","m","n","phi","S","MaxRank","lambda","Rule","q","p","Metric","Value"
"OppPrefs",7,51,0.15,2000,"Automatic",0.9,"QR",0.95,,"MidScore",0.864333333333334
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.55,,"Top1Acceptability",0.002852941176470587
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.55,,"Top2Acceptability",0.021352941176470568
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.55,,"Gap",0.5765750000000001
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.55,,"CondorcetEfficiency",0.028286189683860232
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.55,,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.55,,"MidScore",0.9995
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.6666666666666666,,"Top1Acceptability",0.0028431372549019597
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.6666666666666666,,"Top2Acceptability",0.02131372549019606
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.6666666666666666,,"Gap",0.5762416666666667
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.6666666666666666,,"CondorcetEfficiency",0.028286189683860232
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.6666666666666666,,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.6666666666666666,,"MidScore",0.9996666666666667
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.8,,"Top1Acceptability",0.0031274509803921554
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.8,,"Top2Acceptability",0.023460784313725468
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.8,,"Gap",0.5901273809523809
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.8,,"CondorcetEfficiency",0.03577371048252912
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.8,,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.8,,"MidScore",0.9876666666666667
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.95,,"Top1Acceptability",0.004294117647058822
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.95,,"Top2Acceptability",0.03281372549019605
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.95,,"Gap",0.6349935254803676
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.95,,"CondorcetEfficiency",0.06405990016638935
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.95,,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"QR",0.95,,"MidScore",0.9313333333333337
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,1.15200309344505,"Top1Acceptability",0.18422549019607806
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,1.15200309344505,"Top2Acceptability",0.3582941176470586
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,1.15200309344505,"Gap",0.48489714455538924
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,1.15200309344505,"CondorcetEfficiency",0.83515625
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,1.15200309344505,"CondorcetExistRate",0.64
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,1.15200309344505,"MidScore",0.42866666666666664
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,1.584962500721156,"Top1Acceptability",0.1774509803921565
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,1.584962500721156,"Top2Acceptability",0.3521764705882351
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,1.584962500721156,"Gap",0.4961983485595595
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,1.584962500721156,"CondorcetEfficiency",0.80390625
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,1.584962500721156,"CondorcetExistRate",0.64
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,1.584962500721156,"MidScore",0.43366666666666664
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,2.3219280948873626,"Top1Acceptability",0.1710490196078428
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,2.3219280948873626,"Top2Acceptability",0.3426960784313723
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,2.3219280948873626,"Gap",0.5014594147420721
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,2.3219280948873626,"CondorcetEfficiency",0.7421875
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,2.3219280948873626,"CondorcetExistRate",0.64
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,2.3219280948873626,"MidScore",0.43416666666666665
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,4.321928094887361,"Top1Acceptability",0.1629019607843134
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,4.321928094887361,"Top2Acceptability",0.3264803921568625
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,4.321928094887361,"Gap",0.5013967879121185
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,4.321928094887361,"CondorcetEfficiency",0.6
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,4.321928094887361,"CondorcetExistRate",0.64
"OppPrefs",7,51,0.15,2000,"Automatic",0,"SDM",,4.321928094887361,"MidScore",0.43216666666666664
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,1.15200309344505,"Top1Acceptability",0.18253921568627415
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,1.15200309344505,"Top2Acceptability",0.35414705882352915
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,1.15200309344505,"Gap",0.48318829059576923
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,1.15200309344505,"CondorcetEfficiency",0.8467552775605942
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,1.15200309344505,"CondorcetExistRate",0.6395
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,1.15200309344505,"MidScore",0.4611666666666666
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,1.584962500721156,"Top1Acceptability",0.17461764705882318
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,1.584962500721156,"Top2Acceptability",0.3458627450980389
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,1.584962500721156,"Gap",0.4944166727165948
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,1.584962500721156,"CondorcetEfficiency",0.7943706020328382
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,1.584962500721156,"CondorcetExistRate",0.6395
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,1.584962500721156,"MidScore",0.49283333333333335
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,2.3219280948873626,"Top1Acceptability",0.16538235294117615
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,2.3219280948873626,"Top2Acceptability",0.3324705882352938
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,2.3219280948873626,"Gap",0.5024324236018278
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,2.3219280948873626,"CondorcetEfficiency",0.7193119624706802
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,2.3219280948873626,"CondorcetExistRate",0.6395
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,2.3219280948873626,"MidScore",0.5311666666666667
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,4.321928094887361,"Top1Acceptability",0.1551078431372546
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,4.321928094887361,"Top2Acceptability",0.3139901960784311
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,4.321928094887361,"Gap",0.5055092396158829
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,4.321928094887361,"CondorcetEfficiency",0.5738858483189992
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,4.321928094887361,"CondorcetExistRate",0.6395
"OppPrefs",7,51,0.15,2000,"Automatic",0.1,"SDM",,4.321928094887361,"MidScore",0.5786666666666667
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,1.15200309344505,"Top1Acceptability",0.17912745098039182
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,1.15200309344505,"Top2Acceptability",0.34885294117647037
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,1.15200309344505,"Gap",0.4864826829338963
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,1.15200309344505,"CondorcetEfficiency",0.835820895522388
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,1.15200309344505,"CondorcetExistRate",0.603
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,1.15200309344505,"MidScore",0.4606666666666666
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,1.584962500721156,"Top1Acceptability",0.16361764705882323
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,1.584962500721156,"Top2Acceptability",0.3323333333333331
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,1.584962500721156,"Gap",0.5079376307980413
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,1.584962500721156,"CondorcetEfficiency",0.7470978441127695
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,1.584962500721156,"CondorcetExistRate",0.603
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,1.584962500721156,"MidScore",0.5435
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,2.3219280948873626,"Top1Acceptability",0.1502450980392154
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,2.3219280948873626,"Top2Acceptability",0.31225490196078404
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,2.3219280948873626,"Gap",0.5180073093702431
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,2.3219280948873626,"CondorcetEfficiency",0.6417910447761194
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,2.3219280948873626,"CondorcetExistRate",0.603
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,2.3219280948873626,"MidScore",0.6196666666666666
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,4.321928094887361,"Top1Acceptability",0.13665686274509778
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,4.321928094887361,"Top2Acceptability",0.28867647058823503
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,4.321928094887361,"Gap",0.5239774947553265
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,4.321928094887361,"CondorcetEfficiency",0.478441127694859
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,4.321928094887361,"CondorcetExistRate",0.603
"OppPrefs",7,51,0.15,2000,"Automatic",0.2,"SDM",,4.321928094887361,"MidScore",0.6850000000000002
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,1.15200309344505,"Top1Acceptability",0.17171568627450953
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,1.15200309344505,"Top2Acceptability",0.34288235294117625
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,1.15200309344505,"Gap",0.5012483532602766
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,1.15200309344505,"CondorcetEfficiency",0.8248113998323554
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,1.15200309344505,"CondorcetExistRate",0.5965
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,1.15200309344505,"MidScore",0.4791666666666667
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,1.584962500721156,"Top1Acceptability",0.14685294117647033
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,1.584962500721156,"Top2Acceptability",0.3125784313725487
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,1.584962500721156,"Gap",0.5284663676198657
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,1.584962500721156,"CondorcetEfficiency",0.7015926236378877
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,1.584962500721156,"CondorcetExistRate",0.5965
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,1.584962500721156,"MidScore",0.5996666666666668
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,2.3219280948873626,"Top1Acceptability",0.12912745098039194
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,2.3219280948873626,"Top2Acceptability",0.28270588235294075
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,2.3219280948873626,"Gap",0.5382897584443473
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,2.3219280948873626,"CondorcetEfficiency",0.5549036043587594
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,2.3219280948873626,"CondorcetExistRate",0.5965
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,2.3219280948873626,"MidScore",0.6930000000000001
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,4.321928094887361,"Top1Acceptability",0.11706862745098019
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,4.321928094887361,"Top2Acceptability",0.2576372549019603
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,4.321928094887361,"Gap",0.5383402615191153
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,4.321928094887361,"CondorcetEfficiency",0.41408214585079633
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,4.321928094887361,"CondorcetExistRate",0.5965
"OppPrefs",7,51,0.15,2000,"Automatic",0.30000000000000004,"SDM",,4.321928094887361,"MidScore",0.7468333333333336
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,1.15200309344505,"Top1Acceptability",0.16124509803921547
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,1.15200309344505,"Top2Acceptability",0.32511764705882323
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,1.15200309344505,"Gap",0.5063101698612605
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,1.15200309344505,"CondorcetEfficiency",0.8171953255425709
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,1.15200309344505,"CondorcetExistRate",0.599
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,1.15200309344505,"MidScore",0.5134999999999998
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,1.584962500721156,"Top1Acceptability",0.12934313725490176
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,1.584962500721156,"Top2Acceptability",0.28249999999999964
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,1.584962500721156,"Gap",0.5365826132197833
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,1.584962500721156,"CondorcetEfficiency",0.6469115191986644
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,1.584962500721156,"CondorcetExistRate",0.599
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,1.584962500721156,"MidScore",0.6538333333333335
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,2.3219280948873626,"Top1Acceptability",0.11098039215686256
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,2.3219280948873626,"Top2Acceptability",0.24624509803921524
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,2.3219280948873626,"Gap",0.5408594155203541
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,2.3219280948873626,"CondorcetEfficiency",0.5
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,2.3219280948873626,"CondorcetExistRate",0.599
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,2.3219280948873626,"MidScore",0.7468333333333337
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,4.321928094887361,"Top1Acceptability",0.1025980392156861
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,4.321928094887361,"Top2Acceptability",0.22430392156862705
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,4.321928094887361,"Gap",0.5371549673367344
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,4.321928094887361,"CondorcetEfficiency",0.39232053422370616
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,4.321928094887361,"CondorcetExistRate",0.599
"OppPrefs",7,51,0.15,2000,"Automatic",0.4,"SDM",,4.321928094887361,"MidScore",0.7896666666666672
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.15200309344505,"Top1Acceptability",0.13891176470588218
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.15200309344505,"Top2Acceptability",0.3034607843137252
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.15200309344505,"Gap",0.5435127916302143
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.15200309344505,"CondorcetEfficiency",0.7928007023705005
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.15200309344505,"CondorcetExistRate",0.5695
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.15200309344505,"MidScore",0.5571666666666666
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.584962500721156,"Top1Acceptability",0.10162745098039198
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.584962500721156,"Top2Acceptability",0.2428137254901956
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.584962500721156,"Gap",0.5667496164864576
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.584962500721156,"CondorcetEfficiency",0.5733099209833187
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.584962500721156,"CondorcetExistRate",0.5695
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.584962500721156,"MidScore",0.7128333333333337
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2.3219280948873626,"Top1Acceptability",0.0890196078431371
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2.3219280948873626,"Top2Acceptability",0.2059999999999996
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2.3219280948873626,"Gap",0.5557899162420314
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2.3219280948873626,"CondorcetEfficiency",0.4354697102721686
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2.3219280948873626,"CondorcetExistRate",0.5695
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2.3219280948873626,"MidScore",0.7933333333333337
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,4.321928094887361,"Top1Acceptability",0.0820098039215685
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,4.321928094887361,"Top2Acceptability",0.18535294117647022
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,4.321928094887361,"Gap",0.5503708436777734
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,4.321928094887361,"CondorcetEfficiency",0.33801580333625986
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,4.321928094887361,"CondorcetExistRate",0.5695
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,4.321928094887361,"MidScore",0.8285000000000005
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,1.15200309344505,"Top1Acceptability",0.12990196078431357
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,1.15200309344505,"Top2Acceptability",0.2870392156862741
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,1.15200309344505,"Gap",0.5521707566426322
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,1.15200309344505,"CondorcetEfficiency",0.7342657342657343
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,1.15200309344505,"CondorcetExistRate",0.572
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,1.15200309344505,"MidScore",0.5668333333333333
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,1.584962500721156,"Top1Acceptability",0.08256862745098024
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,1.584962500721156,"Top2Acceptability",0.20690196078431333
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,1.584962500721156,"Gap",0.5781755016703669
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,1.584962500721156,"CondorcetEfficiency",0.47115384615384615
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,1.584962500721156,"CondorcetExistRate",0.572
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,1.584962500721156,"MidScore",0.7473333333333337
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,2.3219280948873626,"Top1Acceptability",0.07119607843137243
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,2.3219280948873626,"Top2Acceptability",0.16934313725490166
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,2.3219280948873626,"Gap",0.5686009362432847
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,2.3219280948873626,"CondorcetEfficiency",0.354020979020979
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,2.3219280948873626,"CondorcetExistRate",0.572
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,2.3219280948873626,"MidScore",0.8210000000000005
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,4.321928094887361,"Top1Acceptability",0.06735294117647046
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,4.321928094887361,"Top2Acceptability",0.15502941176470558
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,4.321928094887361,"Gap",0.5580522553835054
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,4.321928094887361,"CondorcetEfficiency",0.28846153846153844
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,4.321928094887361,"CondorcetExistRate",0.572
"OppPrefs",7,51,0.15,2000,"Automatic",0.6000000000000001,"SDM",,4.321928094887361,"MidScore",0.8511666666666672
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,1.15200309344505,"Top1Acceptability",0.10535294117647047
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,1.15200309344505,"Top2Acceptability",0.25381372549019565
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,1.15200309344505,"Gap",0.58292835772296
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,1.15200309344505,"CondorcetEfficiency",0.6948989412897016
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,1.15200309344505,"CondorcetExistRate",0.5195
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,1.15200309344505,"MidScore",0.604
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,1.584962500721156,"Top1Acceptability",0.062205882352941076
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,1.584962500721156,"Top2Acceptability",0.16475490196078402
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,1.584962500721156,"Gap",0.5993353721499854
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,1.584962500721156,"CondorcetEfficiency",0.43695861405197306
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,1.584962500721156,"CondorcetExistRate",0.5195
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,1.584962500721156,"MidScore",0.7733333333333338
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,2.3219280948873626,"Top1Acceptability",0.053499999999999916
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,2.3219280948873626,"Top2Acceptability",0.1321764705882351
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,2.3219280948873626,"Gap",0.5846149051431659
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,2.3219280948873626,"CondorcetEfficiency",0.329162656400385
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,2.3219280948873626,"CondorcetExistRate",0.5195
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,2.3219280948873626,"MidScore",0.8465000000000006
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,4.321928094887361,"Top1Acceptability",0.050784313725490124
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,4.321928094887361,"Top2Acceptability",0.12344117647058801
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,4.321928094887361,"Gap",0.5782778485403485
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,4.321928094887361,"CondorcetEfficiency",0.2906641000962464
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,4.321928094887361,"CondorcetExistRate",0.5195
"OppPrefs",7,51,0.15,2000,"Automatic",0.7000000000000001,"SDM",,4.321928094887361,"MidScore",0.8720000000000004
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.15200309344505,"Top1Acceptability",0.07909803921568616
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.15200309344505,"Top2Acceptability",0.22016666666666632
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.15200309344505,"Gap",0.6232741825926212
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.15200309344505,"CondorcetEfficiency",0.6238805970149254
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.15200309344505,"CondorcetExistRate",0.5025
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.15200309344505,"MidScore",0.6458333333333335
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.584962500721156,"Top1Acceptability",0.045235294117646985
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.584962500721156,"Top2Acceptability",0.12815686274509783
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.584962500721156,"Gap",0.6111736441281406
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.584962500721156,"CondorcetEfficiency",0.37711442786069654
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.584962500721156,"CondorcetExistRate",0.5025
