"Model","m","n","phi","q","p","S","TopKList","MaxRank","lambda","Rule","Metric","Value"
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.7000000000000001,"SDM","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.7000000000000001,"Fallback","NeverFirstRate",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.7000000000000001,"Fallback","NoiseFlipRate",0.684
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.7000000000000001,"Fallback","CondorcetExistRate",0.9155
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.7000000000000001,"Fallback","CondorcetEfficiency",0.3271436373566357
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.7000000000000001,"Fallback","MidScore",0.329
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.7000000000000001,"Fallback","Top1Acceptability",0.3332745098039213
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.7000000000000001,"Fallback","Top2Acceptability",0.6647745098039214
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.7000000000000001,"Fallback","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Borda","NeverFirstRate",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Borda","NoiseFlipRate",0.468
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Borda","CondorcetExistRate",0.934
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Borda","CondorcetEfficiency",0.9127408993576017
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Borda","MidScore",0.254
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Borda","Top1Acceptability",0.4130392156862744
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Borda","Top2Acceptability",0.7036960784313722
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Borda","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Plurality","NeverFirstRate",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Plurality","NoiseFlipRate",0.84
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Plurality","CondorcetExistRate",0.934
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Plurality","CondorcetEfficiency",0.7382226980728052
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Plurality","MidScore",0.001
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Plurality","Top1Acceptability",0.4658627450980391
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Plurality","Top2Acceptability",0.625078431372549
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Plurality","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Coombs","NeverFirstRate",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Coombs","NoiseFlipRate",0.4385
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Coombs","CondorcetExistRate",0.934
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Coombs","CondorcetEfficiency",0.9470021413276232
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Coombs","MidScore",0.241
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Coombs","Top1Acceptability",0.4113333333333333
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Coombs","Top2Acceptability",0.7001372549019604
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Coombs","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"QR","NeverFirstRate",0.0005
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"QR","NoiseFlipRate",0.9285
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"QR","CondorcetExistRate",0.934
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"QR","CondorcetEfficiency",0.2360813704496788
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"QR","MidScore",0.9795
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"QR","Top1Acceptability",0.17616666666666633
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"QR","Top2Acceptability",0.8319999999999993
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"QR","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"SDM","NeverFirstRate",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"SDM","NoiseFlipRate",0.5765
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"SDM","CondorcetExistRate",0.934
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"SDM","CondorcetEfficiency",0.5315845824411135
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"SDM","MidScore",0.6915
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"SDM","Top1Acceptability",0.28113725490196056
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"SDM","Top2Acceptability",0.7981764705882347
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"SDM","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Fallback","NeverFirstRate",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Fallback","NoiseFlipRate",0.674
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Fallback","CondorcetExistRate",0.934
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Fallback","CondorcetEfficiency",0.3270877944325482
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Fallback","MidScore",0.3515
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Fallback","Top1Acceptability",0.32927450980392137
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Fallback","Top2Acceptability",0.672411764705882
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.8,"Fallback","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Borda","NeverFirstRate",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Borda","NoiseFlipRate",0.46
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Borda","CondorcetExistRate",0.925
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Borda","CondorcetEfficiency",0.92
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Borda","MidScore",0.246
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Borda","Top1Acceptability",0.4169607843137254
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Borda","Top2Acceptability",0.6995392156862741
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Borda","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Plurality","NeverFirstRate",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Plurality","NoiseFlipRate",0.8605
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Plurality","CondorcetExistRate",0.925
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Plurality","CondorcetEfficiency",0.7545945945945945
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Plurality","MidScore",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Plurality","Top1Acceptability",0.47683333333333316
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Plurality","Top2Acceptability",0.6163529411764707
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Plurality","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Coombs","NeverFirstRate",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Coombs","NoiseFlipRate",0.4065
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Coombs","CondorcetExistRate",0.925
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Coombs","CondorcetEfficiency",0.9551351351351351
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Coombs","MidScore",0.2265
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Coombs","Top1Acceptability",0.4199313725490195
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Coombs","Top2Acceptability",0.6927254901960781
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Coombs","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"QR","NeverFirstRate",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"QR","NoiseFlipRate",0.959
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"QR","CondorcetExistRate",0.925
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"QR","CondorcetEfficiency",0.20540540540540542
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"QR","MidScore",0.9955
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"QR","Top1Acceptability",0.1509215686274507
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"QR","Top2Acceptability",0.8533137254901954
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"QR","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"SDM","NeverFirstRate",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"SDM","NoiseFlipRate",0.6425
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"SDM","CondorcetExistRate",0.925
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"SDM","CondorcetEfficiency",0.4643243243243243
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"SDM","MidScore",0.749
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"SDM","Top1Acceptability",0.24718627450980363
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"SDM","Top2Acceptability",0.8211862745098033
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"SDM","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Fallback","NeverFirstRate",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Fallback","NoiseFlipRate",0.6715
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Fallback","CondorcetExistRate",0.925
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Fallback","CondorcetEfficiency",0.3183783783783784
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Fallback","MidScore",0.337
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Fallback","Top1Acceptability",0.3314509803921567
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Fallback","Top2Acceptability",0.6663529411764703
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.9,"Fallback","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Borda","NeverFirstRate",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Borda","NoiseFlipRate",0.45
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Borda","CondorcetExistRate",0.9415
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Borda","CondorcetEfficiency",0.9129049389272438
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Borda","MidScore",0.2345
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Borda","Top1Acceptability",0.42235294117647054
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Borda","Top2Acceptability",0.6922254901960783
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Borda","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Plurality","NeverFirstRate",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Plurality","NoiseFlipRate",0.8815
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Plurality","CondorcetExistRate",0.9415
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Plurality","CondorcetEfficiency",0.7705788635156665
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Plurality","MidScore",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Plurality","Top1Acceptability",0.4874019607843136
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Plurality","Top2Acceptability",0.608127450980392
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Plurality","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Coombs","NeverFirstRate",0.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Coombs","NoiseFlipRate",0.3965
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Coombs","CondorcetExistRate",0.9415
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Coombs","CondorcetEfficiency",0.9628252788104089
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Coombs","MidScore",0.2125
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Coombs","Top1Acceptability",0.4270294117647058
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Coombs","Top2Acceptability",0.6840980392156861
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Coombs","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"QR","NeverFirstRate",0.0025
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"QR","NoiseFlipRate",0.9585
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"QR","CondorcetExistRate",0.9415
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"QR","CondorcetEfficiency",0.1938396176314392
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"QR","MidScore",0.995
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"QR","Top1Acceptability",0.13183333333333308
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"QR","Top2Acceptability",0.8721274509803911
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"QR","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"SDM","NeverFirstRate",0.001
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"SDM","NoiseFlipRate",0.67
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"SDM","CondorcetExistRate",0.9415
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"SDM","CondorcetEfficiency",0.3898035050451407
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"SDM","MidScore",0.803
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"SDM","Top1Acceptability",0.21329411764705855
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"SDM","Top2Acceptability",0.8436078431372541
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"SDM","Top3Acceptability",1.
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Fallback","NeverFirstRate",0.002
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Fallback","NoiseFlipRate",0.6815
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Fallback","CondorcetExistRate",0.9415
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Fallback","CondorcetEfficiency",0.3271375464684015
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Fallback","MidScore",0.339
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Fallback","Top1Acceptability",0.32949019607843116
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Fallback","Top2Acceptability",0.6662941176470586
"Polarized",3,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",1.,"Fallback","Top3Acceptability",1.
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Borda","NeverFirstRate",0.
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Borda","NoiseFlipRate",0.277
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Borda","CondorcetExistRate",0.737
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Borda","CondorcetEfficiency",0.8426051560379919
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Borda","MidScore",0.405
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Borda","Top1Acceptability",0.2520490196078427
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Borda","Top2Acceptability",0.4777156862745096
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Borda","Top3Acceptability",0.6767450980392155
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Plurality","NeverFirstRate",0.
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Plurality","NoiseFlipRate",0.463
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Plurality","CondorcetExistRate",0.737
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Plurality","CondorcetEfficiency",0.5841248303934871
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Plurality","MidScore",0.418
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Plurality","Top1Acceptability",0.2740490196078427
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Plurality","Top2Acceptability",0.45613725490196055
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Plurality","Top3Acceptability",0.6370392156862743
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Coombs","NeverFirstRate",0.
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Coombs","NoiseFlipRate",0.4175
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Coombs","CondorcetExistRate",0.737
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Coombs","CondorcetEfficiency",0.9023066485753053
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Coombs","MidScore",0.40725
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Coombs","Top1Acceptability",0.2409117647058819
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Coombs","Top2Acceptability",0.4654705882352939
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Coombs","Top3Acceptability",0.6692549019607841
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"QR","NeverFirstRate",0.
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"QR","NoiseFlipRate",0.4025
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"QR","CondorcetExistRate",0.737
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"QR","CondorcetEfficiency",0.6621438263229308
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"QR","MidScore",0.38975
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"QR","Top1Acceptability",0.22626470588235253
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"QR","Top2Acceptability",0.4548725490196076
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"QR","Top3Acceptability",0.6824019607843136
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"SDM","NeverFirstRate",0.
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"SDM","NoiseFlipRate",0.2875
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"SDM","CondorcetExistRate",0.737
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"SDM","CondorcetEfficiency",0.8018995929443691
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"SDM","MidScore",0.40075
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"SDM","Top1Acceptability",0.24119607843137209
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"SDM","Top2Acceptability",0.4726078431372547
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"SDM","Top3Acceptability",0.67978431372549
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Fallback","NeverFirstRate",0.
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Fallback","NoiseFlipRate",0.805
"Polarized",5,51,0.15,"2/3",1.5849625007211563,2000,"{1, 2, 3}","Automatic",0.,"Fallback","CondorcetExistRate",0.737
