"Model","m","n","phi","S","MaxRank","lambda","Rule","q","p","Metric","Value"
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.1,"CondorcetEfficiency",0.8217734855136084
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.1,"CondorcetExistRate",0.5695
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.1,"MidScore",0.5238333333333333
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.25,"Top1Acceptability",0.12626470588235278
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.25,"Top2Acceptability",0.2859215686274506
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.25,"Gap",0.5548625937465929
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.25,"CondorcetEfficiency",0.7357330992098332
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.25,"CondorcetExistRate",0.5695
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.25,"MidScore",0.6068333333333333
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.5849625007211563,"Top1Acceptability",0.10162745098039198
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.5849625007211563,"Top2Acceptability",0.2428137254901956
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.5849625007211563,"Gap",0.5667496164864576
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.5849625007211563,"CondorcetEfficiency",0.5733099209833187
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.5849625007211563,"CondorcetExistRate",0.5695
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.5849625007211563,"MidScore",0.7128333333333337
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.75,"Top1Acceptability",0.09610784313725475
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.75,"Top2Acceptability",0.2294803921568623
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.75,"Gap",0.5657944695523703
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.75,"CondorcetEfficiency",0.5197541703248464
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.75,"CondorcetExistRate",0.5695
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,1.75,"MidScore",0.742166666666667
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2,"Top1Acceptability",0.0915882352941175
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2,"Top2Acceptability",0.21626470588235253
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2,"Gap",0.5618493903825729
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2,"CondorcetEfficiency",0.47585601404741
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2,"CondorcetExistRate",0.5695
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2,"MidScore",0.7710000000000005
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2.5,"Top1Acceptability",0.08757843137254887
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2.5,"Top2Acceptability",0.20094117647058787
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2.5,"Gap",0.5534703925268817
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2.5,"CondorcetEfficiency",0.417910447761194
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2.5,"CondorcetExistRate",0.5695
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,2.5,"MidScore",0.8036666666666672
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,3,"Top1Acceptability",0.08487254901960771
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,3,"Top2Acceptability",0.19292156862745063
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,3,"Gap",0.5504933645859881
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,3,"CondorcetEfficiency",0.3775241439859526
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,3,"CondorcetExistRate",0.5695
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,3,"MidScore",0.8193333333333338
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,4,"Top1Acceptability",0.0825098039215685
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,4,"Top2Acceptability",0.18595098039215652
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,4,"Gap",0.5490337539829825
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,4,"CondorcetEfficiency",0.34328358208955223
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,4,"CondorcetExistRate",0.5695
"OppPrefs",7,51,0.15,2000,"Automatic",0.5,"SDM",,4,"MidScore",0.8291666666666672
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.1,"Top1Acceptability",0.09985294117647046
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.1,"Top2Acceptability",0.2513529411764702
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.1,"Gap",0.6051272490815159
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.1,"CondorcetEfficiency",0.700497512437811
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.1,"CondorcetExistRate",0.5025
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.1,"MidScore",0.5873333333333334
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.25,"Top1Acceptability",0.0600686274509803
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.25,"Top2Acceptability",0.18203921568627418
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.25,"Gap",0.6275751827395557
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.25,"CondorcetEfficiency",0.5213930348258706
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.25,"CondorcetExistRate",0.5025
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.25,"MidScore",0.7138333333333334
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.5849625007211563,"Top1Acceptability",0.045235294117646985
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.5849625007211563,"Top2Acceptability",0.12815686274509783
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.5849625007211563,"Gap",0.6111736441281406
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.5849625007211563,"CondorcetEfficiency",0.37711442786069654
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.5849625007211563,"CondorcetExistRate",0.5025
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.5849625007211563,"MidScore",0.8096666666666672
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.75,"Top1Acceptability",0.04239215686274504
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.75,"Top2Acceptability",0.11781372549019589
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.75,"Gap",0.6077090589523197
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.75,"CondorcetEfficiency",0.34228855721393037
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.75,"CondorcetExistRate",0.5025
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,1.75,"MidScore",0.8313333333333339
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2,"Top1Acceptability",0.04004901960784308
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2,"Top2Acceptability",0.10890196078431355
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2,"Gap",0.6057458278436538
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2,"CondorcetEfficiency",0.31044776119402984
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2,"CondorcetExistRate",0.5025
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2,"MidScore",0.8530000000000006
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2.5,"Top1Acceptability",0.03827450980392152
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2.5,"Top2Acceptability",0.10071568627450964
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2.5,"Gap",0.5965975662019138
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2.5,"CondorcetEfficiency",0.2766169154228856
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2.5,"CondorcetExistRate",0.5025
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,2.5,"MidScore",0.880333333333334
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,3,"Top1Acceptability",0.03715686274509799
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,3,"Top2Acceptability",0.09632352941176456
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,3,"Gap",0.5912896728271727
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,3,"CondorcetEfficiency",0.25771144278606967
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,3,"CondorcetExistRate",0.5025
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,3,"MidScore",0.8946666666666672
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,4,"Top1Acceptability",0.035715686274509766
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,4,"Top2Acceptability",0.09265686274509789
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,4,"Gap",0.5945016955266954
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,4,"CondorcetEfficiency",0.23184079601990049
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,4,"CondorcetExistRate",0.5025
"OppPrefs",7,51,0.15,2000,"Automatic",0.8,"SDM",,4,"MidScore",0.9058333333333337
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.1,"Top1Acceptability",0.027901960784313715
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.1,"Top2Acceptability",0.1500686274509802
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.1,"Gap",0.7951928492890277
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.1,"CondorcetEfficiency",0.3369384359400998
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.1,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.1,"MidScore",0.6980000000000001
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.25,"Top1Acceptability",0.011215686274509803
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.25,"Top2Acceptability",0.07638235294117637
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.25,"Gap",0.7788617067956197
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.25,"CondorcetEfficiency",0.19217970049916805
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.25,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.25,"MidScore",0.8015000000000004
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.5849625007211563,"Top1Acceptability",0.006549019607843139
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.5849625007211563,"Top2Acceptability",0.050754901960784256
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.5849625007211563,"Gap",0.7384853080494383
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.5849625007211563,"CondorcetEfficiency",0.13976705490848584
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.5849625007211563,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.5849625007211563,"MidScore",0.8646666666666671
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.75,"Top1Acceptability",0.005784313725490197
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.75,"Top2Acceptability",0.045186274509803864
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.75,"Gap",0.7124390873015872
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.75,"CondorcetEfficiency",0.12146422628951747
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.75,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,1.75,"MidScore",0.8865000000000005
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2,"Top1Acceptability",0.005019607843137255
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2,"Top2Acceptability",0.0393039215686274
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2,"Gap",0.681871626984127
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2,"CondorcetEfficiency",0.10565723793677205
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2,"MidScore",0.9128333333333337
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2.5,"Top1Acceptability",0.0039215686274509795
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2.5,"Top2Acceptability",0.030999999999999972
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2.5,"Gap",0.6349964285714284
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2.5,"CondorcetEfficiency",0.07321131447587355
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2.5,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,2.5,"MidScore",0.9533333333333335
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,3,"Top1Acceptability",0.0035392156862745086
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,3,"Top2Acceptability",0.027862745098039193
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,3,"Gap",0.6153873015873015
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,3,"CondorcetEfficiency",0.05906821963394343
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,3,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,3,"MidScore",0.9693333333333335
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,4,"Top1Acceptability",0.0032058823529411756
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,4,"Top2Acceptability",0.025490196078431344
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,4,"Gap",0.6022301587301587
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,4,"CondorcetEfficiency",0.04742096505823627
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,4,"CondorcetExistRate",0.601
"OppPrefs",7,51,0.15,2000,"Automatic",1,"SDM",,4,"MidScore",0.9806666666666668
